ID,Clinic Name,Clinic URL,Telephone Number,Fax Number,Address,Opening Hours
2434,LAVENDER DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16590,81100013,62926856,"BLK 808 FRENCH ROAD, KITCHENER COMPLEX, #05-183 SINGAPORE 200808","Monday to Thursday : 09:00 am to 11:30 pm, 02:00 pm to 04:30 pm, 06:45 pm to 08:00 pm | Friday : 09:00 am to 11:35 am, 02:00 pm to 04:30 pm | Saturday and Sunday : 09:00 am to 11:30 am"
2435,LAVENDER MEDICAL CLINIC & SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16580,62916631,62993637,"BLK 803 KING GEORGE'S AVENUE, #01-186 SINGAPORE 200803",Chinese New Year (28/01/2017) : Closed | Chinese New Year (29/01/2017) : Closed | Chinese New Year (Monday) (30/01/2017) : Closed
2436,LAZZ AESTHETIC & MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47473,65132822,62876331,"988 UPPER SERANGOON ROAD, STARS OF KOVAN, #01-38 SINGAPORE 534733",
2437,LC CLINIC AESTHETICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46996,67781219,68621219,"BLK 449 CLEMENTI AVENUE 3, (2ND FLOOR), #01-219 SINGAPORE 120449",Public Holiday : Closed | Monday to Saturday : 12:00 pm to 08:00 pm | Sunday : 12:00 pm to 06:00 pm
2438,LC CLINIC MEDICAL SURGERY AESTHETICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44484,64640932,64640241,"BLK 446 CLEMENTI AVENUE 3, #01-191 SINGAPORE 120446",Public Holiday : Closed | Monday to Tuesday : 08:30 am to 08:00 pm | Wednesday : 08:30 am to 06:00 pm | Thursday to Friday : 08:30 am to 08:00 pm | Saturday : 08:30 am to 06:00 pm | Sunday : 11:00 am to 06:00 pm
2439,LC LEE UROGYNAE CENTRE PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43520,62592361,63395969,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #10-56/57 SINGAPORE 329563",Public Holiday : Closed | Monday to Tuesday : 09:00 am to 05:00 pm | Wednesday : 02:00 pm to 08:00 pm | Thursday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
2440,LD HEART CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34910,64755442,64744540,"6A NAPIER ROAD, GLENEAGLES HOSPITAL ANNEXE BLOCK, #03-37A SINGAPORE 258500",
2441,LE BY AN DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48415,65139549,65139543,"360 ORCHARD ROAD, INTERNATIONAL BUILDING, #03-04 SINGAPORE 238869",
2442,LE CHAMP - NKF DIALYSIS CENTRE (BUKIT PANJANG BRANCH),https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45372,62990200,68912592,"BLK 275 BANGKIT ROAD, #01-96 SINGAPORE 670275",
2443,LE CHAMP- NKF DIALYSIS CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44894,62990200,62571650,"BLK 639 YISHUN STREET 61, #01-168 SINGAPORE 760639",Monday to Saturday : 07:00 am to 11:00 pm | Sunday : Closed
2444,LE DENTISTRY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48214,E DENTISTRY,96313274,"BLK 43 HOLLAND DRIVE, #01-59 SINGAPORE 270043",
2445,LE MINT'S DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44428,63307321,63376123,"172 EAST COAST ROAD, SINGAPORE 42887","Public Holiday : Closed | Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 06:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed"
2446,LE MINT'S DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44725,63386123,63444312,"1 COLEMAN STREET, THE ADELPHI, #01-04 SINGAPORE 179803","Monday to Saturday : 09:00 am to 01:00 pm, 01:00 pm to 05:00 pm | Sunday and Public Holiday : Closed"
2447,LE MINT'S DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45770,63386123,63376123,"1 COLEMAN STREET, THE ADELPHI, #B1-12 SINGAPORE 179803",
2448,LE MINT'S ORAL MAXILLOFACIAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44427,64407321,63376123,"172 EAST COAST ROAD, SINGAPORE 428878","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 06:00 pm | Tuesday : Closed | Saturday : 09:00 am to 01:00 pm | Sunday : Closed"
2449,LE MINT'S ORAL MAXILLOFACIAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44726,63386123,63376123,"1 COLEMAN STREET, THE ADELPHI, #01-04 SINGAPORE 179803","Monday to Saturday : 09:00 am to 01:00 pm, 01:00 pm to 05:00 pm | Sunday and Public Holiday : Closed"
2450,LE PRIVATE CLINIC -MEDICAL AND LASER AESTHETICS-,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=43663,67335755,64635980,"9 SCOTTS ROAD, SCOTTS MEDICAL CENTRE, #08-04 SINGAPORE 228210",Chinese New Year (Eve) (27/01/2017) : 10:00 am to 01:00 pm | Chinese New Year (28/01/2017) : Closed | Chinese New Year (29/01/2017) : Closed | Chinese New Year (Monday) (30/01/2017) : Closed | Monday to Friday : 10:00 am to 07:00 pm | Saturday : 10:00 am to 01:30 pm
2451,LEE & KOH FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16680,66653323,66653323,"BLK 359 BUKIT BATOK ST 31, #01-389 SINGAPORE 650359","Public Holiday : Closed | Monday to Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pm | Friday : 08:30 am to 12:30 pm, 07:00 pm to 09:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday : Closed"
2452,LEE & LEE (DENTAL SURGEONS) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=34283,67882262,67899349,"BLK 506 TAMPINES CENTRAL 1, #01-361 (LEVEL 2) SINGAPORE 520506",Monday to Friday : 09:00 am to 07:00 pm | Saturday : 09:00 am to 02:00 pm
2453,LEE & LEE (DENTAL SURGEONS) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41911,65356113,65362730,"BLK 152 BUKIT BATOK STREET 11, #01-274 SINGAPORE 650152",Monday to Friday : 09:00 am to 06:45 pm | Saturday : 09:00 am to 01:45 pm
2454,LEE & LEE (DENTAL SURGEONS) PTE. LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16640,65356113,65362730,"10 COLLYER QUAY, OCEAN FINANCIAL CENTRE, #03-05 SINGAPORE 049315",Monday to Friday : 09:00 am to 05:00 pm | Saturday to Saturday : 09:00 am to 01:00 pm
2455,LEE & ONG DENTAL SURGEONS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16650,67691302,67691302,"18 TECK WHYE LANE, #01-97 SINGAPORE 680018",
2456,LEE & ONG DENTAL SURGEONS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16660,67360267,67337241,"545 ORCHARD ROAD, FAR EAST SHOPPING CENTRE, #B1-15/16 SINGAPORE 238882",Monday to Friday : 09:00 am to 08:00 pm
2457,LEE & TAN FAMILY CLINIC AND SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16670,67456877,67458677,"BLK 72 CIRCUIT RD, #01-03 SINGAPORE 370072","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pm, 01:00 pm to 03:00 pm | Monday to Friday : 09:00 am to 12:00 pm, 01:00 pm to 03:30 pm, 07:00 pm to 09:30 pm | Saturday : Closed | Sunday : 09:00 am to 12:00 pm"
2458,LEE CHUNG HORN DIABETES & ENDOCRINOLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16690,64736006,64797216,"6 NAPIER RD, GLENEAGLES MEDICAL CENTRE, #09-17 SINGAPORE 258499",Monday to Friday : 09:00 am to 05:00 pm | Saturday to Saturday : 09:00 am to 01:00 pm
2459,LEE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16700,64473777,63446108,"BLK 467C JOO CHIAT ROAD, SINGAPORE 427678","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 09:00 am to 11:00 am | Monday : 09:00 am to 12:30 pm, 02:30 pm to 04:30 pm, 06:30 pm to 08:30 pm | Tuesday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 04:30 pm | Saturday : 09:00 am to 12:30 pm | Sunday : Closed"
2460,LEE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16750,62418827,62414724,"BLK 123 BEDOK NORTH ST 2, #01-156 SINGAPORE 460123","Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm | Wednesday and Saturday : 09:00 am to 12:30 pm | Sunday and Public Holiday : Closed"
2461,LEE CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16740,62251313,62251313,"BLK 333 KRETA AYER ROAD, #01-20 SINGAPORE 080333",Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:30 pm
2462,LEE CLINIC AND SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16760,64539428,64539428,"BLK 505 ANG MO KIO AVE 8, #01-2684 SINGAPORE 560505","Monday and Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Monday and Tuesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Wednesday and Friday : 08:30 am to 12:30 pm | Wednesday and Friday : 08:30 am to 12:30 pm | Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Friday and Saturday : 08:30 am to 12:30 pm | Saturday : 08:30 am to 12:30 pm | Sunday and Public Holiday : Closed"
2463,LEE DENTAL PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41060,64491871,62414724,"BLK 123 BEDOK NORTH ST 2, #01-156 SINGAPORE 460123","Monday to Friday : 09:00 am to 12:30 pm, 02:30 pm to 06:00 pm | Wednesday : 09:00 am to 12:30 pm | Saturday : 09:00 am to 01:00 pm, 01:30 pm to 04:00 pm | Sunday and Public Holiday : Closed"
2464,LEE DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16780,63863522,63863522,"BLK 644 HOUGANG AVE 8, #01-275 SINGAPORE 530644","Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday : 08:00 am to 01:00 pm"
2465,LEE DENTALCARE PTE. LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16620,68996609,68996679,"BLK 638 BUKIT BATOK CENTRAL, #01-28 SINGAPORE 650638","Monday to Friday : 09:30 am to 12:30 pm, 02:00 pm to 05:00 pm"
2466,LEE FAMILY CLINIC PTE. LTD.,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36520,67940217,67940217,"BLK 762 JURONG WEST STREET 75, GEK POH SHOPPING CENTRE, #02-262 SINGAPORE 640762","Monday to Friday : 08:00 am to 01:00 pm, 02:00 pm to 04:00 pm, 05:00 pm to 09:30 pm | Saturday : 08:00 am to 01:00 pm, 02:00 pm to 04:00 pm | Sunday : Closed"
2467,LEE KIM EN NEUROLOGY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44280,62358384,62352308,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #11-13/14/15 SINGAPORE 228510","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
2468,LEE KIM EN NEUROLOGY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46050,62358384,64440172,"1 FARRER PARK STATION ROAD, CONNEXION, #10-08 SINGAPORE 217562",
2469,LEE RESPIRATORY AND SLEEP CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42781,65358833,62689938,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #08-27 SINGAPORE 329563",
2470,LEE RESPIRATORY AND SLEEP CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44831,65358833,62689938,"820 THOMSON ROAD, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D, #05-58 SINGAPORE 574623",Monday to Friday : 09:00 am to 05:00 pm | Saturday : 09:00 am to 12:00 pm
2471,LEE SURGERY AND ENDOSCOPY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47683,89526327,62550720,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #04-16 SINGAPORE 258499",
2472,LEE WOMEN'S CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45439,62356545,67343416,"304 ORCHARD ROAD, LUCKY PLAZA, #06-33 SINGAPORE 238863",Monday to Friday : 08:30 am to 05:00 pm | Saturday : 08:30 am to 02:00 pm
2473,"LEONARD KOH DIABETES, THYROID & HORMONE PRACTICE",https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16840,64721721,64721050,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #04-12 SINGAPORE 258499","Monday and Tuesday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm | Wednesday and Saturday : 09:00 am to 01:00 pm | Thursday and Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm | Sunday and Public Holiday : Closed"
2474,LEONG CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16850,64760572,64766693,"63B LENGKOK BAHRU, #01-366 SINGAPORE 152063","Monday to Thursday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm | Friday and Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed"
2475,LEONG DENTAL SURGEONS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16870,65356500,65356500,"22 MALACCA STREET, ROYAL BROTHERS BUILDING, #10-01 SINGAPORE 048980",Monday to Friday : 08:30 am to 05:30 pm | Saturday : 08:30 am to 01:30 pm
2476,LEONG HWA CHAN SI TEMPLE - NKF DIALYSIS CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16890,62990200,67699231,"BLK 113 TECK WHYE LANE, #01-666 SINGAPORE 680113",Monday to Saturday : 07:00 am to 11:00 pm | Sunday : Closed
2477,LEONG KENG HONG ARTHRITIS AND MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16900,44724337,64720691,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #04-18 SINGAPORE 258499","Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm | Saturday : 09:00 am to 12:30 pm"
2478,LER CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16910,67886279,67886279,"BLK 835 TAMPINES ST 83, #01-10 SINGAPORE 520835","Monday and Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 07:00 pm to 09:00 pm | Tuesday and Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Wednesday : 08:30 am to 12:30 pm | Saturday and Sunday : 08:30 am to 12:30 pm"
2479,LESLIE KUEK PLASTIC SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16920,64722972,64725323,"1 FARRER PARK STATION ROAD, CONNEXION, #14-18/19 SINGAPORE 217562",Monday to Friday : 09:00 am to 05:00 pm | Saturday to Saturday : 09:00 am to 01:00 pm
2480,LESLIE TAY HEART SPECIALIST CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46846,62620677,69625277,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #08-51 SINGAPORE 329563",Monday to Friday : 08:30 am to 05:00 pm | Saturday : 08:30 am to 01:00 pm
2481,LEW FOUNDATION - NKF DIALYSIS CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46933,62990200,67750891,"BLK 326 CLEMENTI AVENUE 5, #01-175 SINGAPORE 120326",
2482,LI DENTAL SURGERY / LI DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16940,63399331,63399717,"35 SELEGIE ROAD, PARKLANE SHOPPING MALL, #01-35/36 SINGAPORE 188307",Monday to Saturday : 09:30 am to 01:00 pm | Monday to Friday : 02:00 pm to 06:00 pm
2483,LI MAN KAY UROLOGY ASSOCIATES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16960,64797388,66941992,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #05-36 SINGAPORE 329563",Monday to Friday : 09:00 am to 04:00 pm | Saturday : 09:00 am to 11:00 am
2484,LIANG CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45754,62415944,64450141,"55 SIGLAP ROAD, SIGLAP CENTRE, #B1-15/16 SINGAPORE 455871","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Friday : 08:30 am to 12:00 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 12:00 pm | Sunday : Closed"
2485,LIAU KH SPECIALIST CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46177,66906813,62567217,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #07-49 SINGAPORE 329563",
2486,LIBERTY ORTHOPAEDIC CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45848,67350081,67350082,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #14-14 SINGAPORE 228510",
2487,LIEN CLINIC FOR WOMEN,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=16990,67363331,67363332,"3 MT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #05-03 SINGAPORE 228510",Sunday to Sunday : Closed
2488,LIEW & KOH DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17010,67857052,63860308,"BLK 248 SIMEI ST 3, #01-104 SINGAPORE 520248",Public Holiday : Closed | Monday to Thursday : 09:00 am to 09:00 pm | Friday : 09:00 am to 06:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday : Closed
2489,LIEW CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17030,64431794,64431794,"BLK 5000G MARINE PARADE ROAD, LAGUNA PARK, #01-31 SINGAPORE 449290","Public Holiday : Closed | Monday and Tuesday : 08:30 am to 12:00 pm, 02:30 pm to 04:00 pm | Wednesday and Saturday : 08:30 am to 12:00 pm | Thursday and Friday : 08:30 am to 12:00 pm, 02:30 pm to 04:00 pm"
2490,LIEW CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17040,62707471,62768588,"BLK 116 BT MERAH VIEW, #01-223 SINGAPORE 151116","Chinese New Year (27/01/2020) : 08:30 am to 11:00 am, 12:30 pm to 04:00 pm, 06:00 pm to 08:00 pm | Monday to Friday : 08:30 am to 12:30 pm, 02:30 pm to 05:00 pm"
2491,LIFE DENTAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17070,64552522,64561630,"BLK 726 ANG MO KIO AVENUE 6, #01-4162 SINGAPORE 560726",Monday to Tuesday : 09:00 am to 08:30 pm | Wednesday : 09:00 am to 04:00 pm | Thursday to Friday : 09:00 am to 08:30 pm | Saturday : 09:00 am to 04:00 pm
2492,LIFE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45298,64563535,64561630,"BLK 713 ANG MO KIO AVE 6, #01-4052 SINGAPORE 560713","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm | Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:30 pm, 06:30 pm to 09:00 pm | Saturday and Sunday : 08:30 am to 01:00 pm"
2493,LIFE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45648,67669119,67662345,"50A CHOA CHU KANG LOOP, CHOA CHU KANG MRT STATION, #01-14 SINGAPORE 689959",Eve of Chinese New Year (24/01/2020) : 08:00 am to 11:00 pm | Chinese New Year (25/01/2020) : 08:00 am to 11:00 pm | Chinese New Year (26/01/2020) : 08:00 am to 11:00 pm | Chinese New Year (27/01/2020) : 08:00 am to 11:00 pm | Monday to Sunday : 08:00 am to 11:00 pm
2494,LIFE SPRING MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=31140,67834500,67835460,"825 TAMPINES STREET 81, #01-56 SINGAPORE 520825",Eve of Chinese New Year (15/02/2018) : 08:30 am to 12:30 pm | Chinese New Year (16/02/2018) : Closed | Chinese New Year (17/02/2018) : Closed | Chinese New Year (18/02/2018) : Closed
2495,LIFE-LINK CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17240,65834402,65821671,"BLK 446 PASIR RIS DR 6, #01-120 SINGAPORE 510446",Public Holiday : 08:00 am to 06:00 pm | Monday to Friday : 08:00 am to 08:00 pm | Saturday and Sunday : 08:00 am to 06:00 pm
2496,LIFECARE FAMILY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17080,67698588,67667735,"BLK 524A JELAPANG ROAD, GREENRIDGE SHOPPING CENTRE, #02-15 SINGAPORE 671524",Public Holiday : Closed | Monday and Wednesday : 06:00 pm to 09:00 pm | Monday to Saturday : 08:00 am to 12:00 pm
2497,LIFECARE FAMILY CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17100,62822482,62820792,"BLK 106 HOUGANG AVE 1, #01-1221 SINGAPORE 530106","Public Holiday : Closed | Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday and Wednesday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm | Tuesday and Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 09:00 pm | Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 09:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday : Closed"
2498,LIFECARE MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17110,67461533,67461533,"36 CIRCUIT ROAD, #01-416 SINGAPORE 370036","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Friday : 08:30 am to 03:00 pm, 06:30 pm to 09:00 pm | Saturday : 08:30 am to 12:00 pm | Sunday and Public Holiday : Closed"
2499,LIFELINE BISHAN MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17130,62598969,62598969,"BLK 501 BISHAN ST 11, #01-376 SINGAPORE 570501","Chinese New Year (Eve) (27/01/2017) : 08:30 am to 12:30 pm | Chinese New Year (28/01/2017) : Closed | Chinese New Year (29/01/2017) : Closed | Chinese New Year (Monday) (30/01/2017) : Closed | Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 12:00 pm"
2500,LIFELINE BUKIT PANJANG MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=17140,67605788,67630717,"BLK 103 GANGSA ROAD, #01-37 SINGAPORE 670103","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm | Monday to Friday : 08:30 am to 12:00 pm, 02:00 pm to 04:00 pm, 06:30 pm to 09:00 pm | Saturday : 09:00 am to 12:00 am | Sunday and Public Holiday : Closed"
